project_id,template,n_truth,n_parsed,n_resolved,tp,fp,fn,cost_ok,loading_abs_err
Q12-0149,A,0,0,0,0,0,0,True,0.0
Q12-0161,B,7,8,7,7,0,0,True,0.0
Q12-0164,C,15,20,15,15,0,0,True,0.0
Q11-0058,C,7,7,7,7,0,0,True,0.0
Q11-0065,B,2,2,2,2,0,0,True,0.0
Q11-0086,B,0,0,0,0,0,0,True,0.0
Q12-0158,B,7,7,7,7,0,0,True,0.0
Q12-0168,B,8,8,8,8,0,0,True,0.0
Q12-0105,B,2,2,2,2,0,0,True,0.0
Q12-0107,B,5,8,5,5,0,0,True,0.0
Q12-0138,A,1,1,1,1,0,0,True,0.0
Q12-0189,B,25,25,25,25,0,0,True,0.0
Q11-0085,A,11,11,11,11,0,0,True,0.0
Q12-0093,B,4,4,4,4,0,0,True,0.0
Q12-0109,A,8,8,8,8,0,0,True,0.0
Q12-0133,C,1,1,1,1,0,0,True,0.0
Q12-0162,A,5,5,5,5,0,0,True,0.0
Q12-0098,C,3,3,3,3,0,0,True,0.0
Q12-0148,C,0,0,0,0,0,0,True,0.0
Q12-0165,B,1,1,1,1,0,0,True,0.0
Q12-0177,C,13,13,13,13,0,0,True,0.0
Q12-0094,A,3,4,3,3,0,0,True,0.0
Q12-0115,C,20,20,20,20,0,0,True,0.0
Q12-0117,C,7,7,7,7,0,0,True,0.0
Q12-0126,C,4,4,4,4,0,0,True,0.0
Q12-0170,C,26,26,26,26,0,0,True,0.0
Q12-0171,A,25,25,25,25,0,0,True,0.0
Q12-0174,B,17,17,17,17,0,0,True,0.0
Q12-0178,B,6,6,6,6,0,0,True,0.0
Q12-0179,A,25,25,25,25,0,0,True,0.0
Q12-0181,C,3,3,3,3,0,0,True,0.0
Q13-0203,B,17,17,17,17,0,0,True,0.0
Q12-0116,B,1,1,1,1,0,0,True,0.0
Q12-0146,B,11,11,11,11,0,0,True,0.0
Q12-0147,B,2,2,2,2,0,0,True,0.0
Q12-0154,B,4,4,4,4,0,0,True,0.0
Q12-0167,C,11,12,11,11,0,0,True,0.0
Q13-0191,B,5,5,5,5,0,0,True,0.0
Q13-0232,A,25,25,25,25,0,0,True,0.0
Q12-0097,C,1,1,1,1,0,0,True,0.0
Q12-0135,C,19,20,19,19,0,0,True,0.0
Q12-0153,C,15,15,15,15,0,0,True,0.0
Q12-0159,A,12,12,12,12,0,0,True,0.0
Q13-0202,B,25,25,25,25,0,0,True,0.0
Q12-0106,B,0,0,0,0,0,0,True,0.0
Q12-0120,B,0,0,0,0,0,0,True,0.0
Q12-0157,B,10,10,10,10,0,0,True,0.0
Q12-0173,B,4,4,4,4,0,0,True,0.0
Q13-0204,B,25,25,25,25,0,0,True,0.0
Q13-0215,B,25,25,25,25,0,0,True,0.0
Q13-0230,B,25,25,25,25,0,0,True,0.0
Q12-0124,B,1,1,1,1,0,0,True,0.0
Q12-0127,B,1,1,1,1,0,0,True,0.0
Q12-0136,A,19,19,19,19,0,0,True,0.0
Q12-0144,B,7,7,7,7,0,0,True,0.0
Q13-0206,B,25,25,25,25,0,0,True,0.0
Q12-0130,A,1,1,1,1,0,0,True,0.0
Q12-0137,B,17,17,17,17,0,0,True,0.0
Q12-0140,B,8,8,8,8,0,0,True,0.0
Q12-0151,B,0,0,0,0,0,0,True,0.0
Q12-0152,C,6,6,6,6,0,0,True,0.0
Q12-0176,B,1,1,1,1,0,0,True,0.0
Q13-0200,B,14,14,14,14,0,0,True,0.0
Q13-0213,C,4,4,4,4,0,0,True,0.0
Q13-0229,C,18,18,18,18,0,0,True,0.0
Q13-0250,A,25,25,25,25,0,0,True,0.0
Q13-0260,C,3,3,3,3,0,0,True,0.0
Q12-0145,C,25,25,25,24,1,1,True,0.0
Q13-0211,C,12,12,12,12,0,0,True,0.0
Q13-0231,C,7,7,7,7,0,0,True,0.0
Q13-0261,B,25,25,25,25,0,0,True,0.0
Q12-0142,A,25,25,25,25,0,0,True,0.0
Q12-0143,C,14,14,14,14,0,0,True,0.0
Q12-0156,A,0,0,0,0,0,0,True,0.0
Q12-0166,B,9,9,9,9,0,0,True,0.0
Q12-0169,B,4,4,4,4,0,0,True,0.0
Q12-0180,A,25,25,25,25,0,0,True,0.0
Q12-0190,B,22,23,22,22,0,0,True,0.0
Q13-0195,C,25,25,25,25,0,0,True,0.0
Q13-0209,B,15,19,15,15,0,0,True,0.0
Q13-0212,B,17,17,17,17,0,0,True,0.0
Q13-0216,B,47,47,47,47,0,0,True,0.0
Q13-0242,B,7,7,7,7,0,0,True,0.0
Q13-0248,B,1,1,1,1,0,0,True,0.0
Q12-0150,B,1,1,1,1,0,0,True,0.0
Q12-0182,A,3,3,3,3,0,0,True,0.0
Q13-0194,B,1,1,1,1,0,0,True,0.0
Q13-0197,C,9,13,9,9,0,0,True,0.0
Q13-0201,B,12,14,12,12,0,0,True,0.0
Q13-0214,C,0,0,0,0,0,0,True,0.0
Q13-0268,B,7,7,7,7,0,0,True,0.0
Q13-0281,A,18,19,18,18,0,0,True,0.0
Q13-0282,B,7,7,7,7,0,0,True,0.0
Q13-0289,B,12,12,12,12,0,0,True,0.0
Q12-0163,B,25,25,25,25,0,0,True,0.0
Q12-0175,C,25,25,25,25,0,0,True,0.0
Q12-0185,B,4,4,4,4,0,0,True,0.0
Q13-0221,C,0,0,0,0,0,0,True,0.0
Q13-0223,A,0,0,0,0,0,0,True,0.0
Q13-0258,C,15,15,15,15,0,0,True,0.0
Q13-0278,B,15,15,15,15,0,0,True,0.0
Q13-0294,B,25,25,25,25,0,0,True,0.0
Q12-0188,C,10,10,10,10,0,0,True,0.0
Q13-0207,C,0,0,0,0,0,0,True,0.0
Q13-0224,A,7,7,7,7,0,0,True,0.0
Q13-0227,C,10,11,10,10,0,0,True,0.0
Q13-0238,B,3,3,3,3,0,0,True,0.0
Q13-0295,B,15,15,15,15,0,0,True,0.0
Q12-0172,B,12,12,12,12,0,0,True,0.0
Q13-0192,A,3,3,3,3,0,0,True,0.0
Q13-0193,B,16,16,16,16,0,0,True,0.0
Q13-0228,B,0,0,0,0,0,0,True,0.0
Q13-0244,C,1,1,1,1,0,0,True,0.0
Q13-0247,C,14,14,14,14,0,0,True,0.0
Q13-0218,B,0,0,0,0,0,0,True,0.0
Q13-0241,B,8,8,8,8,0,0,True,0.0
Q13-0243,B,1,1,1,1,0,0,True,0.0
Q13-0263,C,2,3,2,2,0,0,True,0.0
Q13-0276,B,17,17,17,17,0,0,True,0.0
Q13-0285,B,8,8,8,8,0,0,True,0.0
Q12-0186,C,17,21,17,17,0,0,True,0.0
Q12-0187,B,3,3,3,3,0,0,True,0.0
Q13-0208,A,15,15,15,15,0,0,True,0.0
Q13-0219,B,7,7,7,7,0,0,True,0.0
Q13-0235,C,11,11,11,11,0,0,True,0.0
Q13-0236,B,4,4,4,4,0,0,True,0.0
Q13-0293,C,20,20,20,20,0,0,True,0.0
Q14-0307,B,9,10,9,9,0,0,True,0.0
Q13-0198,B,5,5,5,5,0,0,True,0.0
Q13-0199,C,0,0,0,0,0,0,True,0.0
Q13-0210,A,6,6,6,6,0,0,True,0.0
Q13-0222,B,10,10,10,10,0,0,True,0.0
Q13-0225,C,20,20,20,20,0,0,True,0.0
Q14-0319,B,0,0,0,0,0,0,True,0.0
Q14-0327,C,2,5,2,2,0,0,True,0.0
Q13-0220,C,1,1,1,1,0,0,True,0.0
Q13-0226,B,0,0,0,0,0,0,True,0.0
Q13-0233,B,13,14,13,13,0,0,True,0.0
Q13-0239,B,3,3,3,3,0,0,True,0.0
Q13-0253,C,9,9,9,9,0,0,True,0.0
Q13-0256,B,23,23,23,23,0,0,True,0.0
Q13-0274,B,0,0,0,0,0,0,True,0.0
Q13-0275,B,25,25,25,25,0,0,True,0.0
Q13-0284,B,11,11,11,11,0,0,True,0.0
Q14-0304,B,1,1,1,1,0,0,True,0.0
Q14-0305,B,2,2,2,2,0,0,True,0.0
Q13-0217,C,0,0,0,0,0,0,True,0.0
Q13-0237,B,12,12,12,12,0,0,True,0.0
Q13-0245,B,0,0,0,0,0,0,True,0.0
Q13-0249,C,6,6,6,6,0,0,True,0.0
Q13-0283,B,1,1,1,1,0,0,True,0.0
Q13-0287,A,0,0,0,0,0,0,True,0.0
Q14-0301,B,13,13,13,13,0,0,True,0.0
Q14-0313,C,16,16,16,16,0,0,True,0.0
Q14-0324,B,0,0,0,0,0,0,True,0.0
Q14-0336,C,0,0,0,0,0,0,True,0.0
Q14-0339,B,25,25,25,25,0,0,True,0.0
Q14-0341,B,6,6,6,6,0,0,True,0.0
Q14-0352,A,1,1,1,1,0,0,True,0.0
Q13-0240,C,0,0,0,0,0,0,True,0.0
Q13-0251,C,1,1,1,1,0,0,True,0.0
Q13-0272,C,0,0,0,0,0,0,True,0.0
Q13-0279,B,1,1,1,1,0,0,True,0.0
Q13-0300,B,4,4,4,4,0,0,True,0.0
Q14-0302,C,11,11,11,11,0,0,True,0.0
Q14-0303,B,2,2,2,2,0,0,True,0.0
Q14-0328,B,0,0,0,0,0,0,True,0.0
Q13-0252,A,0,0,0,0,0,0,True,0.0
Q13-0264,C,17,17,17,17,0,0,True,0.0
Q13-0290,B,4,4,4,4,0,0,True,0.0
Q14-0306,C,4,4,4,4,0,0,True,0.0
Q14-0335,C,0,0,0,0,0,0,True,0.0
Q14-0343,C,3,3,3,3,0,0,True,0.0
Q13-0255,B,1,1,1,1,0,0,True,0.0
Q13-0277,B,1,1,1,1,0,0,True,0.0
Q13-0286,C,2,3,2,2,0,0,True,0.0
Q13-0292,A,3,3,3,3,0,0,True,0.0
Q13-0297,B,7,7,7,7,0,0,True,0.0
Q13-0299,B,4,4,4,4,0,0,True,0.0
Q14-0318,A,17,17,17,17,0,0,True,0.0
Q14-0325,C,1,1,1,1,0,0,True,0.0
Q13-0254,C,0,0,0,0,0,0,True,0.0
Q13-0257,B,19,20,19,19,0,0,True,0.0
Q13-0259,C,0,0,0,0,0,0,True,0.0
Q13-0265,B,7,7,7,7,0,0,True,0.0
Q14-0308,B,2,2,2,2,0,0,True,0.0
Q14-0326,A,3,3,3,3,0,0,True,0.0
Q14-0348,C,3,3,3,3,0,0,True,0.0
Q14-0363,B,0,0,0,0,0,0,True,0.0
Q14-0370,B,25,25,25,25,0,0,True,0.0
Q14-0376,C,10,13,10,10,0,0,True,0.0
Q14-0387,B,1,1,1,1,0,0,True,0.0
Q14-0395,B,11,11,11,11,0,0,True,0.0
Q13-0288,B,1,1,1,1,0,0,True,0.0
Q14-0312,A,25,25,25,25,0,0,True,0.0
Q14-0314,A,3,3,3,3,0,0,True,0.0
Q14-0320,B,3,3,3,3,0,0,True,0.0
Q14-0332,C,0,0,0,0,0,0,True,0.0
Q14-0347,B,2,2,2,2,0,0,True,0.0
Q14-0362,A,17,17,17,17,0,0,True,0.0
Q14-0377,C,25,25,25,25,0,0,True,0.0
Q14-0386,A,8,8,8,8,0,0,True,0.0
Q14-0391,B,17,17,17,17,0,0,True,0.0
Q13-0269,B,24,24,24,24,0,0,True,0.0
Q13-0296,B,16,16,16,16,0,0,True,0.0
Q14-0310,A,21,22,21,21,0,0,True,0.0
Q14-0321,B,6,6,6,6,0,0,True,0.0
Q14-0323,C,0,0,0,0,0,0,True,0.0
Q14-0373,B,25,25,25,25,0,0,True,0.0
Q14-0381,B,18,18,18,18,0,0,True,0.0
Q14-0382,B,1,1,1,1,0,0,True,0.0
Q14-0384,A,19,22,19,19,0,0,True,0.0
Q13-0298,B,0,0,0,0,0,0,True,0.0
Q14-0334,B,1,1,1,1,0,0,True,0.0
Q14-0337,B,18,18,18,18,0,0,True,0.0
Q14-0398,B,8,8,8,8,0,0,True,0.0
Q14-0403,B,5,5,5,5,0,0,True,0.0
Q14-0411,B,2,2,2,2,0,0,True,0.0
Q15-0437,B,24,25,24,24,0,0,True,0.0
Q14-0361,A,0,0,0,0,0,0,True,0.0
Q14-0389,C,2,3,2,2,0,0,True,0.0
Q14-0397,B,6,6,6,6,0,0,True,0.0
Q14-0309,C,1,1,1,1,0,0,True,0.0
Q14-0338,C,0,0,0,0,0,0,True,0.0
Q14-0353,B,18,18,18,18,0,0,True,0.0
Q14-0364,A,9,9,9,9,0,0,True,0.0
Q14-0380,A,4,4,4,4,0,0,True,0.0
Q14-0402,B,5,5,5,5,0,0,True,0.0
Q14-0354,C,1,1,1,1,0,0,True,0.0
Q14-0357,B,0,0,0,0,0,0,True,0.0
Q14-0374,A,6,6,6,6,0,0,True,0.0
Q14-0392,A,4,4,4,4,0,0,True,0.0
Q14-0412,A,2,2,2,2,0,0,True,0.0
Q14-0413,C,1,1,1,1,0,0,True,0.0
Q15-0431,A,7,7,7,7,0,0,True,0.0
Q15-0433,A,24,25,24,24,0,0,True,0.0
Q15-0436,A,25,25,25,25,0,0,True,0.0
Q15-0447,C,6,6,6,6,0,0,True,0.0
Q15-0454,A,19,19,19,19,0,0,True,0.0
Q15-0459,C,11,11,11,11,0,0,True,0.0
Q14-0311,A,3,3,3,3,0,0,True,0.0
Q14-0329,A,4,4,4,4,0,0,True,0.0
Q14-0342,C,13,13,13,13,0,0,True,0.0
Q14-0346,A,1,1,1,1,0,0,True,0.0
Q14-0359,A,4,4,4,4,0,0,True,0.0
Q15-0427,B,24,25,24,24,0,0,True,0.0
Q15-0439,A,4,4,4,4,0,0,True,0.0
Q15-0453,B,3,3,3,3,0,0,True,0.0
Q15-0457,B,3,3,3,3,0,0,True,0.0
Q14-0331,C,8,8,8,8,0,0,True,0.0
Q14-0349,A,5,5,5,5,0,0,True,0.0
Q14-0358,A,3,4,3,3,0,0,True,0.0
Q14-0360,B,3,3,3,3,0,0,True,0.0
Q14-0365,B,0,0,0,0,0,0,True,0.0
Q14-0396,A,0,0,0,0,0,0,True,0.0
Q14-0414,A,2,2,2,2,0,0,True,0.0
Q14-0418,A,24,25,24,24,0,0,True,0.0
Q15-0469,A,1,1,1,1,0,0,True,0.0
Q15-0482,A,25,25,25,25,0,0,True,0.0
Q14-0371,B,0,0,0,0,0,0,True,0.0
Q14-0388,C,10,10,10,10,0,0,True,0.0
Q14-0390,A,0,0,0,0,0,0,True,0.0
Q14-0404,A,25,25,25,25,0,0,True,0.0
Q14-0409,A,0,0,0,0,0,0,True,0.0
Q15-0480,A,23,25,23,23,0,0,True,0.0
Q15-0486,C,24,25,24,24,0,0,True,0.0
Q15-0491,C,20,20,20,20,0,0,True,0.0
Q15-0509,A,35,36,35,35,0,0,True,0.0
Q14-0333,C,0,0,0,0,0,0,True,0.0
Q14-0367,B,1,1,1,1,0,0,True,0.0
Q14-0393,A,0,0,0,0,0,0,True,0.0
Q14-0417,B,15,15,15,15,0,0,True,0.0
Q15-0428,A,20,20,20,20,0,0,True,0.0
Q15-0435,C,26,26,26,26,0,0,True,0.0
Q15-0481,B,0,0,0,0,0,0,True,0.0
Q15-0490,C,1,2,1,1,0,0,True,0.0
Q15-0495,A,8,8,8,8,0,0,True,0.0
Q14-0344,C,11,11,11,11,0,0,True,0.0
Q14-0350,A,0,0,0,0,0,0,True,0.0
Q14-0355,B,24,25,24,24,0,0,True,0.0
Q14-0368,A,2,2,2,2,0,0,True,0.0
Q14-0378,A,22,24,22,22,0,0,True,0.0
Q14-0405,A,8,8,8,8,0,0,True,0.0
Q14-0406,A,10,11,10,10,0,0,True,0.0
Q15-0421,B,0,0,0,0,0,0,True,0.0
Q15-0432,A,4,4,4,4,0,0,True,0.0
Q15-0455,C,21,21,21,21,0,0,True,0.0
Q15-0497,A,40,40,40,40,0,0,True,0.0
Q15-0513,C,3,3,3,3,0,0,True,0.0
Q14-0375,A,0,0,0,0,0,0,True,0.0
Q14-0383,A,1,1,1,1,0,0,True,0.0
Q14-0400,C,0,0,0,0,0,0,True,0.0
Q15-0423,C,1,1,1,1,0,0,True,0.0
Q15-0434,C,12,12,12,12,0,0,True,0.0
Q15-0443,A,5,5,5,5,0,0,True,0.0
Q15-0461,C,18,19,18,18,0,0,True,0.0
Q15-0473,A,2,3,2,2,0,0,True,0.0
Q15-0484,A,19,20,20,19,1,0,True,0.0
Q14-0372,C,9,9,9,9,0,0,True,0.0
Q14-0379,C,2,2,2,2,0,0,True,0.0
Q14-0410,A,0,0,0,0,0,0,True,0.0
Q15-0446,A,0,0,0,0,0,0,True,0.0
Q15-0492,B,25,25,25,25,0,0,True,0.0
Q15-0496,A,12,12,12,12,0,0,True,0.0
Q15-0524,A,9,11,9,9,0,0,True,0.0
Q15-0547,A,6,6,6,6,0,0,True,0.0
Q14-0407,A,13,14,12,12,0,1,True,0.0
Q15-0426,A,0,0,0,0,0,0,True,0.0
Q15-0442,A,16,16,16,16,0,0,True,0.0
Q15-0483,B,5,5,5,5,0,0,True,0.0
Q15-0494,A,1,1,1,1,0,0,True,0.0
Q15-0501,C,4,4,4,4,0,0,True,0.0
Q15-0535,A,4,4,4,4,0,0,True,0.0
Q14-0408,B,7,7,7,7,0,0,True,0.0
Q15-0429,C,2,2,2,2,0,0,True,0.0
Q15-0438,C,1,1,1,1,0,0,True,0.0
Q15-0458,A,4,4,4,4,0,0,True,0.0
Q15-0460,A,0,0,0,0,0,0,True,0.0
Q15-0477,C,12,12,12,12,0,0,True,0.0
Q15-0478,A,25,25,25,25,0,0,True,0.0
Q15-0485,C,1,1,1,1,0,0,True,0.0
Q15-0505,B,24,25,24,24,0,0,True,0.0
Q15-0506,B,0,0,0,0,0,0,True,0.0
Q15-0520,A,19,19,19,19,0,0,True,0.0
Q15-0542,B,1,1,1,1,0,0,True,0.0
Q16-0569,C,15,15,15,15,0,0,True,0.0
Q16-0577,B,17,17,17,17,0,0,True,0.0
Q14-0419,C,0,0,0,0,0,0,True,0.0
Q14-0420,A,19,19,19,19,0,0,True,0.0
Q15-0422,A,15,15,15,15,0,0,True,0.0
Q15-0424,A,25,25,25,25,0,0,True,0.0
Q15-0440,A,3,3,3,3,0,0,True,0.0
Q15-0449,C,4,7,4,4,0,0,True,0.0
Q15-0465,C,0,0,0,0,0,0,True,0.0
Q15-0545,C,5,5,5,5,0,0,True,0.0
Q15-0560,B,7,7,7,7,0,0,True,0.0
Q16-0578,B,0,0,0,0,0,0,True,0.0
Q16-0586,A,17,17,17,17,0,0,True,0.0
Q16-0590,A,17,18,17,17,0,0,True,0.0
Q14-0416,C,0,0,0,0,0,0,True,0.0
Q15-0452,A,1,1,1,1,0,0,True,0.0
Q15-0471,B,0,0,0,0,0,0,True,0.0
Q15-0488,C,0,0,0,0,0,0,True,0.0
Q15-0500,A,1,1,1,1,0,0,True,0.0
Q15-0508,A,0,0,0,0,0,0,True,0.0
Q15-0516,A,19,19,19,19,0,0,True,0.0
Q15-0518,A,10,10,10,10,0,0,True,0.0
Q15-0537,A,15,15,15,15,0,0,True,0.0
Q15-0543,B,23,24,23,23,0,0,True,0.0
Q16-0567,A,24,24,24,24,0,0,True,0.0
Q16-0593,A,0,0,0,0,0,0,True,0.0
Q15-0467,C,8,8,8,8,0,0,True,0.0
Q15-0470,A,25,25,25,25,0,0,True,0.0
Q15-0476,C,9,9,9,9,0,0,True,0.0
Q15-0526,C,25,25,25,25,0,0,True,0.0
Q15-0531,C,23,23,23,23,0,0,True,0.0
Q16-0574,B,5,5,5,5,0,0,True,0.0
Q16-0575,B,4,4,4,4,0,0,True,0.0
Q16-0587,A,25,25,25,25,0,0,True,0.0
Q16-0592,A,1,1,1,1,0,0,True,0.0
Q16-0616,B,23,23,23,23,0,0,True,0.0
Q15-0441,A,3,3,3,3,0,0,True,0.0
Q15-0448,A,0,0,0,0,0,0,True,0.0
Q15-0456,C,0,0,0,0,0,0,True,0.0
Q15-0463,A,0,0,0,0,0,0,True,0.0
Q15-0474,A,8,8,8,8,0,0,True,0.0
Q15-0475,A,0,0,0,0,0,0,True,0.0
Q15-0507,A,13,13,13,13,0,0,True,0.0
Q15-0517,C,25,25,25,25,0,0,True,0.0
Q15-0523,C,9,9,9,9,0,0,True,0.0
Q15-0536,C,2,2,2,2,0,0,True,0.0
Q16-0565,A,5,5,5,5,0,0,True,0.0
Q16-0570,A,21,25,21,21,0,0,True,0.0
Q16-0572,A,4,4,4,4,0,0,True,0.0
Q16-0598,A,7,7,7,7,0,0,True,0.0
Q16-0621,A,8,8,8,8,0,0,True,0.0
Q15-0450,A,0,0,0,0,0,0,True,0.0
Q15-0462,A,3,3,3,3,0,0,True,0.0
Q15-0468,A,0,0,0,0,0,0,True,0.0
Q15-0499,A,15,15,15,15,0,0,True,0.0
Q15-0503,A,0,0,0,0,0,0,True,0.0
Q15-0504,C,0,0,0,0,0,0,True,0.0
Q15-0519,A,5,6,5,5,0,0,True,0.0
Q15-0530,A,2,2,2,2,0,0,True,0.0
Q15-0550,C,3,3,3,3,0,0,True,0.0
Q15-0557,A,12,12,12,12,0,0,True,0.0
Q16-0584,A,21,21,21,21,0,0,True,0.0
Q16-0638,B,1,1,1,1,0,0,True,0.0
Q16-0645,C,2,5,2,2,0,0,True,0.0
Q15-0555,B,8,8,8,8,0,0,True,0.0
Q16-0564,A,7,7,7,7,0,0,True,0.0
Q16-0585,A,6,6,6,6,0,0,True,0.0
Q16-0588,A,13,13,13,13,0,0,True,0.0
Q16-0589,A,0,0,0,0,0,0,True,0.0
Q16-0630,C,11,11,11,11,0,0,True,0.0
Q16-0660,A,4,4,4,4,0,0,True,0.0
Q16-0668,A,25,25,25,25,0,0,True,0.0
Q15-0489,A,2,2,2,2,0,0,True,0.0
Q15-0510,B,18,18,18,18,0,0,True,0.0
Q15-0511,A,2,2,2,2,0,0,True,0.0
Q15-0514,C,0,0,0,0,0,0,True,0.0
Q16-0600,A,10,12,10,10,0,0,True,0.0
Q16-0611,B,4,4,4,4,0,0,True,0.0
Q16-0658,A,0,0,0,0,0,0,True,0.0
Q16-0664,C,10,10,10,10,0,0,True,0.0
Q16-0667,A,0,0,0,0,0,0,True,0.0
Q15-0493,B,14,16,14,14,0,0,True,0.0
Q15-0512,A,0,0,0,0,0,0,True,0.0
Q15-0534,B,7,7,7,7,0,0,True,0.0
Q15-0539,B,2,2,2,2,0,0,True,0.0
Q15-0541,A,2,2,2,2,0,0,True,0.0
Q15-0551,A,7,7,7,7,0,0,True,0.0
Q15-0558,B,9,9,9,9,0,0,True,0.0
Q16-0582,A,8,8,8,8,0,0,True,0.0
Q16-0610,A,2,2,2,2,0,0,True,0.0
Q16-0631,A,0,0,0,0,0,0,True,0.0
Q16-0650,A,25,25,25,25,0,0,True,0.0
Q16-0656,C,9,9,9,9,0,0,True,0.0
Q15-0502,C,0,0,0,0,0,0,True,0.0
